SerialNumber,IsPresent,Title,Authors,Edition,Volume,Year,Publisher,ISBN,Notes,RIS,NLMClassification,LCCClassification,MeSHTerms,EbookURL,,,,,,,,,,,
592,TRUE,Rosai and Ackerman's Surgical Pathology,"Rosai, Juan",11th?,?,,Elsevier,11ª Ed es ~2018. Verificar.,,"TY  - BOOK|||T1  - Rosai and Ackerman's Surgical Pathology|||AU  - Rosai, Juan|||ED  - 11th?|||PY  - 2018?|||PB  - Elsevier|||N1  - 11th Ed is ~2018. Verify details.|||ER  - ",QZ 4,RD57,"Pathology, Surgical",,,,,,,,,,,,
593,TRUE,Manual of Surgical Pathology,"Lester, Susan C.",3rd,,2010,Saunders Elsevier,,,"TY  - BOOK|||T1  - Manual of Surgical Pathology|||AU  - Lester, Susan C.|||ED  - 3rd|||PY  - 2010|||PB  - Saunders Elsevier|||ER  - ",QZ 39,RD57,"Pathology, Surgical / methods; Handbooks",,,,,,,,,,,,
595,TRUE,Nurse Anesthesia,"Nagelhout, John J.; Plaus, Karen L.",5th,,2014,Elsevier Saunders,,Repetido de 393.,"TY  - BOOK|||T1  - Nurse Anesthesia|||AU  - Nagelhout, John J.|||AU  - Plaus, Karen L.|||ED  - 5th|||PY  - 2014|||PB  - Elsevier Saunders|||N1  - Duplicate of 393. Year estimated for 5th Ed.|||ER  - ",WO 205,RD82,Nurse Anesthetists; Anesthesia,https://evolve.elsevier.com/cs/product/9781437716801?role=student,,,,,,,,,,,
596,TRUE,Pediatric Primary Care,"Burns, Catherine E.; Brady, Margaret A.; Blosser, Cindy D.; Starr, Nola B.; Dunn, Ardys M.",5th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Pediatric Primary Care|||AU  - Burns, Catherine E.|||AU  - Brady, Margaret A.|||AU  - Blosser, Cindy D.|||AU  - Starr, Nola B.|||AU  - Dunn, Ardys M.|||ED  - 5th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",WS 100,RJ45,Primary Health Care; Pediatrics,https://evolve.elsevier.com/cs/product/9781455723010?role=student,,,,,,,,,,,
597,TRUE,Essentials of Cardiac Anesthesia,"Kaplan, Joel A.; Reich, David L.; Savino, Joseph S.",,,2011?,Elsevier Saunders?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Essentials of Cardiac Anesthesia|||AU  - Kaplan, Joel A.|||AU  - Reich, David L.|||AU  - Savino, Joseph S.|||PY  - 2011?|||PB  - Elsevier Saunders?|||N1  - Year estimated. Verify details.|||ER  - ",WG 169,RD87.3.H43,Anesthesia / methods; Heart / surgery,,,,,,,,,,,,
598,TRUE,Health Professions: Career and Education Directory,Jones & Bartlett Learning,,,?,Jones & Bartlett Learning?,,Año/Edición desconocidos. Verificar.,TY  - BOOK|||T1  - Health Professions: Career and Education Directory|||AU  - Jones & Bartlett Learning|||PB  - Jones & Bartlett Learning?|||N1  - Year/Edition unknown. Verify details.|||ER  -,W 22 AA1,R690,Health Occupations / education; Directories,,,,,,,,,,,,
599,TRUE,Nurse Anesthesia Secrets,"Karlet, Mary C.",,,?,Mosby Elsevier?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Nurse Anesthesia Secrets|||AU  - Karlet, Mary C.|||PB  - Mosby Elsevier?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WO 205,RD82,Nurse Anesthetists; Examination Questions,,,,,,,,,,,,
600,TRUE,Occupational Therapy: Practice Skills for Physical Dysfunction,"Pendleton, Heidi McHugh; Schultz-Krohn, Winifred",7th,,2013,Elsevier Mosby,,,"TY  - BOOK|||T1  - Occupational Therapy: Practice Skills for Physical Dysfunction|||AU  - Pendleton, Heidi McHugh|||AU  - Schultz-Krohn, Winifred|||ED  - 7th|||PY  - 2013|||PB  - Elsevier Mosby|||ER  - ",WB 555,RM735,Occupational Therapy; Movement Disorders / rehabilitation,,,,,,,,,,,,
602,TRUE,Wounds and Lacerations: Emergency Care and Closure,"Trott, Alexander T.",4th,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - Wounds and Lacerations: Emergency Care and Closure|||AU  - Trott, Alexander T.|||ED  - 4th|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WO 700,RD93,Wounds and Injuries / therapy; Lacerations / therapy; Emergency Treatment,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090651195,,,,,,,,,,,
605,TRUE,Priorities in Critical Care Nursing,"Urden, Linda D.; Stacy, Kathleen M.; Lough, Mary E.",7th,,2016,Elsevier,,,"TY  - BOOK|||T1  - Priorities in Critical Care Nursing|||AU  - Urden, Linda D.|||AU  - Stacy, Kathleen M.|||AU  - Lough, Mary E.|||ED  - 7th|||PY  - 2016|||PB  - Elsevier|||ER  - ",WY 154,RT120.I5,Critical Care Nursing,,,,,,,,,,,,
606,TRUE,Miles of Image-Guided Spinal Procedures,"Fenton, Douglas S.; Czervionke, Leo F.",,,2010,Saunders Elsevier,,,"TY  - BOOK|||T1  - Miles of Image-Guided Spinal Procedures|||AU  - Fenton, Douglas S.|||AU  - Czervionke, Leo F.|||PY  - 2010|||PB  - Saunders Elsevier|||ER  - ",WE 725,RD768,"Spine / surgery; Surgery, Computer-Assisted; Diagnostic Imaging",,,,,,,,,,,,
607,TRUE,Surgical Technology: Principles and Practice,"Fuller, Joanna Kotcher",7th,,2017,Elsevier,,,"TY  - BOOK|||T1  - Surgical Technology: Principles and Practice|||AU  - Fuller, Joanna Kotcher|||ED  - 7th|||PY  - 2017|||PB  - Elsevier|||ER  - ",WO 162,RD32.3,"Operating Room Technicians; Surgical Procedures, Operative / methods",,,,,,,,,,,,
608,TRUE,Surgical Technology: Principles and Practice,"Fuller, Joanna Kotcher",7th,,2017,Elsevier,,Repetido de 607.,"TY  - BOOK|||T1  - Surgical Technology: Principles and Practice|||AU  - Fuller, Joanna Kotcher|||ED  - 7th|||PY  - 2017|||PB  - Elsevier|||N1  - Duplicate of 607.|||ER  - ",WO 162,RD32.3,"Operating Room Technicians; Surgical Procedures, Operative / methods",,,,,,,,,,,,
609,TRUE,Understanding Pharmacology: Essentials for Medication Safety,"Workman, M. Linda; LaCharity, Linda A.; Kruchko, Susan C.",2nd?,?,,Elsevier Saunders,2ª Ed es ~2015. Verificar.,,"TY  - BOOK|||T1  - Understanding Pharmacology: Essentials for Medication Safety|||AU  - Workman, M. Linda|||AU  - LaCharity, Linda A.|||AU  - Kruchko, Susan C.|||ED  - 2nd?|||PY  - 2015?|||PB  - Elsevier Saunders|||N1  - 2nd Ed is ~2015. Verify details.|||ER  - ",QV 4,RM300,Pharmacology; Medication Errors / prevention & control,,,,,,,,,,,,
610,TRUE,Public Health Nursing: Population-Centered Health Care in the Community,"Stanhope, Marcia; Lancaster, Jeanette",4th,,2014,Elsevier Mosby,,Repetido de 234.,"TY  - BOOK|||T1  - Public Health Nursing: Population-Centered Health Care in the Community|||AU  - Stanhope, Marcia|||AU  - Lancaster, Jeanette|||ED  - 4th|||PY  - 2014|||PB  - Elsevier Mosby|||N1  - Duplicate of 234.|||ER  - ",WY 106,RT98,Public Health Nursing; Community Health Nursing,https://evolve.elsevier.com/cs/product/9780323100946?role=student,,,,,,,,,,,
611,TRUE,A Clinical Guide to Pediatric Sleep: Diagnosis and Management of Sleep Problems,"Owens, Judith A.; Mindell, Jodi A.",,,?,Lippincott Williams & Wilkins?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - A Clinical Guide to Pediatric Sleep: Diagnosis and Management of Sleep Problems|||AU  - Owens, Judith A.|||AU  - Mindell, Jodi A.|||PB  - Lippincott Williams & Wilkins?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WS 105.5.S5,RJ506.S55,Sleep Wake Disorders / diagnosis; Sleep Wake Disorders / therapy; Pediatrics,,,,,,,,,,,,
612,TRUE,Wong's Essentials of Pediatric Nursing,"Hockenberry, Marilyn J.; Wilson, David",9th,,2013,Elsevier Mosby,,Repetido de 567.,"TY  - BOOK|||T1  - Wong's Essentials of Pediatric Nursing|||AU  - Hockenberry, Marilyn J.|||AU  - Wilson, David|||ED  - 9th|||PY  - 2013|||PB  - Elsevier Mosby|||N1  - Duplicate of 567.|||ER  - ",WY 159,RJ245,Pediatric Nursing,,,,,,,,,,,,
613,TRUE,Urologic Surgery,"Brackmann, Derald E.; Shelton, Clough; Arriaga, Moisés A.",3rd?,?,,Saunders Elsevier?,3ª Ed es ~2010. Verificar.,,"TY  - BOOK|||T1  - Urologic Surgery|||AU  - Brackmann, Derald E.|||AU  - Shelton, Clough|||AU  - Arriaga, Moisés A.|||ED  - 3rd?|||PY  - 2010?|||PB  - Saunders Elsevier?|||N1  - 3rd Ed is ~2010. Verify details.|||ER  - ",WJ 168,RD571,Urologic Surgical Procedures,,,,,,,,,,,,
615,TRUE,Robbins and Cotran Atlas of Pathology,"Klatt, Edward C.",2nd?,?,,Saunders Elsevier?,2ª Ed es ~2010. Verificar.,,"TY  - BOOK|||T1  - Robbins and Cotran Atlas of Pathology|||AU  - Klatt, Edward C.|||ED  - 2nd?|||PY  - 2010?|||PB  - Saunders Elsevier?|||N1  - 2nd Ed is ~2010. Verify details.|||ER  - ",QZ 17,RB33,Pathology; Atlases,,,,,,,,,,,,
616,TRUE,Pharmacology for the Dental Hygienist,"Haveles, Elena Bablenis",,,2012?,Mosby Elsevier?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Pharmacology for the Dental Hygienist|||AU  - Haveles, Elena Bablenis|||PY  - 2012?|||PB  - Mosby Elsevier?|||N1  - Year estimated. Verify details.|||ER  - ",QV 50,RK701,Pharmacology; Dental Hygienists,,,,,,,,,,,,
618,TRUE,Endocrinology,"Melmed, Shlomo; Polonsky, Kenneth S.; Larsen, P. Reed; Kronenberg, Henry M.",12th?,?,,Elsevier?,Edición no clara. Verificar.,,"TY  - BOOK|||T1  - Endocrinology|||AU  - Melmed, Shlomo|||AU  - Polonsky, Kenneth S.|||AU  - Larsen, P. Reed|||AU  - Kronenberg, Henry M.|||ED  - 12th?|||PB  - Elsevier?|||N1  - Edition unclear. Verify details.|||ER  - ",WK 100,RC648,Endocrinology; Endocrine System Diseases,,,,,,,,,,,,
619,TRUE,Williams Textbook of Endocrinology,"Melmed, Shlomo; Polonsky, Kenneth S.; Larsen, P. Reed; Kronenberg, Henry M.",12th?,?,,Elsevier Saunders?,12ª Ed es ~2011. Verificar.,,"TY  - BOOK|||T1  - Williams Textbook of Endocrinology|||AU  - Melmed, Shlomo|||AU  - Polonsky, Kenneth S.|||AU  - Larsen, P. Reed|||AU  - Kronenberg, Henry M.|||ED  - 12th?|||PY  - 2011?|||PB  - Elsevier Saunders?|||N1  - 12th Ed is ~2011. Verify details.|||ER  - ",WK 100,RC648,Endocrinology; Endocrine System Diseases,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090519931,,,,,,,,,,,
620,TRUE,Community Oral Health Practice for the Dental Hygienist,"Geurink, Kathy Voigt",4th,,2018,Elsevier,,,"TY  - BOOK|||T1  - Community Oral Health Practice for the Dental Hygienist|||AU  - Geurink, Kathy Voigt|||ED  - 4th|||PY  - 2018|||PB  - Elsevier|||ER  - ",WU 113,RK55.C65,Community Dentistry; Dental Hygienists,,,,,,,,,,,,
621,TRUE,The Skeletal System and Muscle Function,"Muscolino, Joseph E.",2nd,,2011,Elsevier Mosby,,Repetido de 360.,"TY  - BOOK|||T1  - The Skeletal System and Muscle Function|||AU  - Muscolino, Joseph E.|||ED  - 2nd|||PY  - 2011|||PB  - Elsevier Mosby|||N1  - Duplicate of 360.|||ER  - ",WE 103,QP303,"Kinesiology, Applied; Musculoskeletal System / physiology",https://evolve.elsevier.com/cs/product/9780323057051?role=student,,,,,,,,,,,
622,TRUE,Physics in Nuclear Medicine,"Cherry, Simon R.; Sorenson, James A.; Phelps, Michael E.",2nd?,?,,Saunders Elsevier?,2ª Ed es ~2003. Verificar.,,"TY  - BOOK|||T1  - Physics in Nuclear Medicine|||AU  - Cherry, Simon R.|||AU  - Sorenson, James A.|||AU  - Phelps, Michael E.|||ED  - 2nd?|||PY  - 2003?|||PB  - Saunders Elsevier?|||N1  - 2nd Ed is ~2003. Verify details.|||ER  - ",WN 440,R895,Nuclear Medicine; Biophysics; Radionuclide Imaging,,,,,,,,,,,,
624,TRUE,Kinesiology: The Skeletal System and Muscle Function,"Muscolino, Joseph E.",2nd,,2011,Elsevier Mosby,,Repetido de 360 y 621.,"TY  - BOOK|||T1  - Kinesiology: The Skeletal System and Muscle Function|||AU  - Muscolino, Joseph E.|||ED  - 2nd|||PY  - 2011|||PB  - Elsevier Mosby|||N1  - Duplicate of 360 & 621.|||ER  - ",WE 103,QP303,"Kinesiology, Applied; Musculoskeletal System / physiology",https://evolve.elsevier.com/cs/product/9780323057051?role=student,,,,,,,,,,,
625,TRUE,Nursing Drug Handbook,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Nursing Drug Handbook|||N1  - Very limited info. Verify details.|||ER  -,QV 39,RM301.15,Drug Therapy / nursing; Handbooks,,,,,,,,,,,,
626,TRUE,Herbs: Natural Handbook of Herbs & Medicines,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Herbs: Natural Handbook of Herbs & Medicines?|||N1  - Very limited info. Verify details.|||ER  -,QV 752,RS164,"Herbal Medicine; Plants, Medicinal; Handbooks",,,,,,,,,,,,
627,TRUE,Maternity & Newborn Nursing,?,2nd?,?,,Mosby?,Info muy limitada.,,TY  - BOOK|||T1  - Maternity & Newborn Nursing?|||ED  - 2nd?|||PB  - Mosby?|||N1  - Very limited info. Verify details.|||ER  -,WY 157,RG951,"Obstetrical Nursing; Infant, Newborn",,,,,,,,,,,,
629,TRUE,Clinical Language Issues for Speech-Language Pathologists,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Clinical Language Issues for Speech-Language Pathologists?|||N1  - Very limited info. Verify details.|||ER  -,WL 340.2,RC423,Speech-Language Pathology; Language Disorders,,,,,,,,,,,,
630,TRUE,Medical Terminology for Interpreters,?,3rd?,?,?,,Info muy limitada.,,TY  - BOOK|||T1  - Medical Terminology for Interpreters?|||ED  - 3rd?|||N1  - Very limited info. Verify details.|||ER  -,W 15,R123,Terminology as Topic; Translating,,,,,,,,,,,,
633,TRUE,Manual de tratamiento de la diarrea,Organización Panamericana de la Salud (OPS),,,2008,OPS,,Ej. 1. Año de etiqueta.,TY  - BOOK|||T1  - Manual de tratamiento de la diarrea|||AU  - Organización Panamericana de la Salud (OPS)|||PY  - 2008|||PB  - OPS|||N1  - Copy 1. Year from label.|||ER  -,WC 280,RC862.D5,Diarrhea / therapy; Handbooks,,,,,,,,,,,,
635,TRUE,Manual de tratamiento de la diarrea,Organización Panamericana de la Salud (OPS),,,2008,OPS,,Ej. 2. Año de etiqueta.,TY  - BOOK|||T1  - Manual de tratamiento de la diarrea|||AU  - Organización Panamericana de la Salud (OPS)|||PY  - 2008|||PB  - OPS|||N1  - Copy 2. Year from label.|||ER  -,WC 280,RC862.D5,Diarrhea / therapy; Handbooks,,,,,,,,,,,,
636,TRUE,Manual de tratamiento de la diarrea,Organización Panamericana de la Salud (OPS),,,2008,OPS,,Ej. 3. Año de etiqueta.,TY  - BOOK|||T1  - Manual de tratamiento de la diarrea|||AU  - Organización Panamericana de la Salud (OPS)|||PY  - 2008|||PB  - OPS|||N1  - Copy 3. Year from label.|||ER  -,WC 280,RC862.D5,Diarrhea / therapy; Handbooks,,,,,,,,,,,,
637,TRUE,Manual de tratamiento de la diarrea,Organización Panamericana de la Salud (OPS),,,2008,OPS,,Ej. 1 (?). Año de etiqueta.,TY  - BOOK|||T1  - Manual de tratamiento de la diarrea|||AU  - Organización Panamericana de la Salud (OPS)|||PY  - 2008|||PB  - OPS|||N1  - Copy 1 (?). Year from label.|||ER  -,WC 280,RC862.D5,Diarrhea / therapy; Handbooks,,,,,,,,,,,,
640,TRUE,Utopías y distopías: Diálogo a varias voces...,"Hidalgo Nistri, Fernando",,,2013,Abya-Yala / UPS,,Año de etiqueta.,"TY  - BOOK|||T1  - Utopías y distopías: Diálogo a varias voces sobre emancipación y transformación social|||AU  - Hidalgo Nistri, Fernando|||PY  - 2013|||PB  - Abya-Yala / UPS|||N1  - Year from label. Full title from search.|||ER  - ",,HX806,Utopias; Social Change,,,,,,,,,,,,
641,TRUE,"Los orígenes de la izquierda ecuatoriana: El artesanado de Quito, Ecuador y el sur de Colombia","Núñez Sánchez, Jorge",,,2017,?,,Año de etiqueta.,"TY  - BOOK|||T1  - Los orígenes de la izquierda ecuatoriana: El artesanado de Quito, Ecuador y el sur de Colombia|||AU  - Núñez Sánchez, Jorge|||PY  - 2017|||PB  - ?|||N1  - Year from label. Publisher unknown from spine.|||ER  - ",,F3781.5,Political Science; Ecuador / history; Colombia / history,,,,,,,,,,,,
648,TRUE,La historia de la tierra,"Santa Cruz, Ramiro Xavier de",,,2015,?,,Año de etiqueta.,"TY  - BOOK|||T1  - La historia de la tierra|||AU  - Santa Cruz, Ramiro Xavier de|||PY  - 2015|||PB  - ?|||N1  - Year from label.|||ER  - ",,QE26,Earth Sciences,,,,,,,,,,,,
664,TRUE,Las cuatro primeras prácticas?,"Hazen, Rolando?",,,2013,?,,Título/autor incierto. Año de etiqueta.,"TY  - BOOK|||T1  - Las cuatro primeras prácticas?|||AU  - Hazen, Rolando?|||PY  - 2013|||PB  - ?|||N1  - Title/author uncertain. Year from label.|||ER  - ",,,,,,,,,,,,,,,
675,TRUE,Atlas of General Small Animal Surgery,"Bojrab, M. Joseph; Ellison, Gary W.; Slocum, Barclay",,,1998?,W.B. Saunders Company,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Atlas of General Small Animal Surgery|||AU  - Bojrab, M. Joseph|||AU  - Ellison, Gary W.|||AU  - Slocum, Barclay|||PY  - 1998?|||PB  - W.B. Saunders Company|||N1  - Year estimated. Verify details.|||ER  - ",SF 911,SF911,Veterinary Surgery; Atlases,,,,,,,,,,,,
676,TRUE,Atlas of Normal Radiographic Anatomy & Anatomic Variants in the Dog and Cat,"Coulson, A.; Lewis, N.",,,2002?,Blackwell Science?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Atlas of Normal Radiographic Anatomy & Anatomic Variants in the Dog and Cat|||AU  - Coulson, A.|||AU  - Lewis, N.|||PY  - 2002?|||PB  - Blackwell Science?|||N1  - Year estimated. Verify details.|||ER  - ",SF 757.8,SF991,"Veterinary Radiography; Anatomy, Veterinary; Dog Diseases / diagnostic imaging; Cat Diseases / diagnostic imaging; Atlases",,,,,,,,,,,,
677,TRUE,Anatomía y disección canina,"Salvador, D.",,,?,Universidad de Extremadura?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Anatomía y disección canina|||AU  - Salvador, D.|||PB  - Universidad de Extremadura?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",SF 767.D6,SF767.D6,Dogs / anatomy & histology; Dissection,,,,,,,,,,,,
678,TRUE,Enfermedades Renales,"Gomez?, L.? H.?",,,?,?,,Info muy limitada.,"TY  - BOOK|||T1  - Enfermedades Renales|||AU  - Gomez?, L.? H.?|||N1  - Very limited info. Verify details.|||ER  - ",WJ 300,RC902,Kidney Diseases,,,,,,,,,,,,
680,TRUE,Manual de identificación bacteriana,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Manual de identificación bacteriana|||N1  - Very limited info. Verify details.|||ER  -,QW 25,QR65,Bacteriological Techniques; Bacteria / classification; Handbooks,,,,,,,,,,,,
683,TRUE,Emergencias médicas,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Emergencias médicas|||N1  - Very limited info. Verify details.|||ER  -,WB 105,RC86.7,Emergencies; Emergency Medicine,,,,,,,,,,,,
687,TRUE,Clinical Diagnostic Tests,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Clinical Diagnostic Tests?|||N1  - Very limited info. Verify details.|||ER  -,QY 4,RB37,"Diagnosis, Laboratory",,,,,,,,,,,,
688,TRUE,Practical Guide to Canine and Feline Neurology,"Dewey, Curtis W.",2nd?,?,,Wiley-Blackwell,2ª Ed es ~2008. Verificar.,,"TY  - BOOK|||T1  - Practical Guide to Canine and Feline Neurology|||AU  - Dewey, Curtis W.|||ED  - 2nd?|||PY  - 2008?|||PB  - Wiley-Blackwell|||N1  - 2nd Ed is ~2008. Verify details.|||ER  - ",SF 991,SF991,Veterinary Neurology; Dog Diseases / diagnosis; Cat Diseases / diagnosis,,,,,,,,,,,,
690,TRUE,Manual de técnicas diagnósticas y terapéuticas en pequeños animales,?,6th?,?,?,,6ª Ed? Info muy limitada.,,TY  - BOOK|||T1  - Manual de técnicas diagnósticas y terapéuticas en pequeños animales?|||ED  - 6th?|||N1  - 6th Ed? Very limited info. Verify details.|||ER  -,SF 981,SF981,"Veterinary Medicine; Animals, Domestic; Diagnosis; Therapeutics; Handbooks",,,,,,,,,,,,
693,TRUE,Urgencias y cuidados intensivos en pequeños animales,"King, Lesley G.; Boag, Amanda",,,?,?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Urgencias y cuidados intensivos en pequeños animales|||AU  - King, Lesley G.|||AU  - Boag, Amanda|||N1  - Year/Edition unknown. Verify details.|||ER  - ",SF 778,SF991,"Veterinary Emergency Medicine; Critical Care; Animals, Domestic",,,,,,,,,,,,
695,TRUE,Atlas de Dermatología de Pequeños Animales,?,,,?,?,,Info muy limitada.,TY  - BOOK|||T1  - Atlas de Dermatología de Pequeños Animales|||N1  - Very limited info. Verify details.|||ER  -,SF 901,SF991,Veterinary Dermatology; Skin Diseases / veterinary; Atlases,,,,,,,,,,,,
699,TRUE,Atlas de Dermatología Canina y Felina,?,6th?,?,?,,6ª Ed? Info muy limitada.,,TY  - BOOK|||T1  - Atlas de Dermatología Canina y Felina?|||ED  - 6th?|||N1  - 6th Ed? Very limited info. Verify details.|||ER  -,SF 901,SF991,Veterinary Dermatology; Dog Diseases / pathology; Cat Diseases / pathology; Atlases,,,,,,,,,,,,
700,TRUE,Tratado de Medicina Interna Veterinaria,"Ettinger, Stephen J.; Feldman, Edward C.",6th?,?,,Elsevier?,6ª Ed es ~2007. Verificar.,,"TY  - BOOK|||T1  - Tratado de Medicina Interna Veterinaria|||AU  - Ettinger, Stephen J.|||AU  - Feldman, Edward C.|||ED  - 6th?|||PY  - 2007?|||PB  - Elsevier?|||N1  - 6th Ed is ~2007. Verify details.|||ER  - ",SF 745,SF745,Veterinary Internal Medicine,,,,,,,,,,,,
